2030:32,96,162,518,673,709,731,1140,1200,4268
2034:119,410,4249,5395,6186,6527,7217,9160,9914,11503
2038:8881,16070,21610,25769,26967,59526,59976,63373,91985,102642
2046:91537
2058:8794,12495,16147,25649,52829,55235,65161,88234,92462,106372
2068:29,58,101,138,289,302,508,554,899,1119
2070:3,94,239,395,508,726,1065,1382,2868,3288
2071:58,70,101,285,302,354,361,518,787,866
2072:3,239,395,472,496,726,1102,1119,1762,2868
2074:311,1003,1164,1410,2008,2345,3618,4671,4880,6916
2075:32,61,101,138,245,301,302,508,861,899
2076:
2077:29,94,162,402,508,656,1102,1140,1382,3234
2080:29,58,101,289,402,749,861,1476,1804,3234
2085:15,94,138,654,1023,1109,1126,1382,1462,2200
2097:58,94,138,262,289,301,354,508,554,899
2112:22,278,546,877,1044,1499,2153,2430,5480,14754
2115:48,322,354,356,564,899,999,1119,1187,3233
2116:3,17,236,262,496,726,999,1050,1119,1187
2123:29,48,431,749,873,899,931,1102,1499,3234
2135:94,431,873,931,1382,2583,3017,3250,3288,5767
2141:34319
2147:728,6059,12462,12673,17030,23833,35619,42335,94418,109031
2154:220,1302,1410,1888,2168,2582,3977,4021,8860,14754
2160:285,294,301,394,483,554,591,861,1499,1804
2162:1147,3211,3599,6097,9265,9417,11899,12118,14226,19962
2170:29,58,94,101,289,302,394,1109,1382,1405
2177:459,4009,10741,12176,14431,22279,46328,54962,57637,72447
2184:58,289,483,554,749,1089,1239,1462,1804,2618
2185:22,354,361,394,470,1001,1555,1930,2185,3429
2187:
2211:179,776,1023,1126,2085,3527,3841,4187,7006,12872
2223:5812,6916,7305,14435,17403,62168,87110,111861
2243:15,94,119,402,508,866,873,901,931,1023
2244:29,58,101,138,162,289,301,302,354,616
2247:29,48,239,302,496,1023,1119,1126,1187,3234
2250:49715,71709
2253:357,986,1231,1435,1544,1551,1790,3789,4919,5575
2260:23423
2261:15,29,58,94,101,138,162,302,554,1102
2262:
2290:15,29,32,94,138,486,554,901,1102,1382
2291:17,29,32,96,101,103,554,616,749,3234
2293:58,73,101,138,449,521,554,999,1804,4174
2301:3097,3989,7611,10300,11434,14018,15990,19643,22331,38604
2302:15642,16229,39395
2304:760,877,1124,2153,2582,3348,5550,7180,9874,14593
2318:29,94,101,245,289,358,361,554,654,899
2325:3,61,239,395,726,875,999,1009,1567,2868
2335:17,94,138,245,289,394,508,554,899,1119
2343:21567,55516,73935,106917
2346:1218,6263,13178,29626,39703,52329,65021,72508,74521
2347:640,2186,19075,30997,34298,38831,52756,58282,67760,73249
2348:17,32,70,239,302,873,899,901,1119,2139
2362:
2363:73,97,101,289,493,554,813,1804,3730,4174
2364:3,101,239,395,554,726,1804,2868,3730,4174
2369:1218,2934,3829,4032,4126,4941,5740,11644,14964,24211
2373:88,563,999,1218,1800,2076,7806,9581,15507,61772
2381:17,29,103,239,302,394,431,931,1462,2618
2382:93,1173,1820,1985,5264,6613,10217,12223,12776,18360
2384:472,496,594,812,1119,2447,3046,4420,6945,7506
2385:29,302,692,699,749,1476,2121,3234,3730,5553
2392:
2393:15,29,84,94,301,302,508,736,1382,2139
2394:32,94,138,239,301,508,866,873,1109,2139
2395:17,32,101,289,301,483,616,1140,1462,3234
2399:94,138,357,449,1382,1499,1790,1832,2618,3250
2405:29,58,101,138,162,289,301,302,327,518
2407:546,890,1558,1573,1730,3568,3753,4068,10039,20760
2408:3,239,395,726,837,1567,2361,2868,5025,6284
2419:10493,17224,17793,36009,44167,90192,123315
2429:22,278,354,657,1044,1499,2430,2976,5638,9890
2447:29,101,289,358,554,749,861,1476,1804,3234
2452:
2453:
2454:179,834,888,901,1023,1126,1508,3841,4187,4328
2456:29,32,96,495,692,749,1476,3234,3730,5553
2461:29,101,138,162,289,554,873,899,1119,1382
2464:48,239,327,496,546,749,1119,1187,1476,3234
2465:3,94,239,495,508,749,891,1382,1476,3234
2469:61,94,138,239,354,378,508,899,901,1119
2489:7521,12081,17253,23001,24196,28352,36067,38803,54531,81258
2491:2319
2499:713,1097,3344,9250,13523,15250,22576,23323,69268,73474
2500:3,29,239,495,692,726,749,1476,1730,3234
2501:131,287,3169,4604,5699,6691,7620,12266,18756,19877
2505:29,58,97,289,394,554,616,749,1239,3234
2510:30139,40898
2515:29,302,495,692,776,1476,3234,4025,14617,16288
2518:890,1164,1728,2008,3568,4880,5097,5670,8042,8218
2520:29,58,84,101,138,302,354,616,654,873
2521:3,162,194,239,301,449,518,726,1140,4542
2524:294,302,495,692,749,1001,1476,2185,3234,3429
2536:15,32,101,289,302,327,354,394,554,1023
2541:29,58,94,101,239,302,483,554,861,1382
2547:1181,1752,2338,2831,2917,2944,3757,6765,7210,14750
2553:2719,14479,18939,53316,54440,75486,77721,81086,122207
2558:29,32,138,354,364,394,736,873,1119,1382
2560:29,96,239,301,483,787,873,931,2200,3234
2563:15,58,101,162,289,358,508,654,861,866
2573:3,29,239,616,749,861,1140,1476,1550,3234
2591:45,1231,1393,2876,4173,4423,5575,6445,7243,8156
2596:44,493,578,699,813,1342,2428,2588,4578,7059
2597:23933,28926,28953,90231,96720,116336
2601:311,1589,2433,2734,3001,3028,3162,3730,5553,14259
2604:367,1600,2512,5693,5905,6906,8167,12332,14894,14960
2611:3,131,239,431,508,726,931,1382,2583,3250
2612:58,101,289,301,361,508,554,654,861,899
2615:29,94,101,239,289,358,554,861,1023,1382
2625:774,970,1524,1827,2403,2714,3207,3506,7806,10046
2626:84,101,162,239,289,302,554,873,901,1023
2634:58,101,554,1287,1462,1804,1832,2429,2618,4174
2636:3,29,239,495,692,726,749,1476,1511,3234
2639:94,165,508,1065,1881,3093,3250,3288,5689,13838
2650:14600,19433,23102,25716,33609,38794,74367,90235,97607,101433
2661:2470
2663:431,481,571,646,931,1339,2583,4107,7048,21380
2666:3,17,29,239,302,749,1196,1476,1550,3234
2676:302,495,692,749,915,1476,3234,4025,14617,16288
2689:94,162,194,891,1200,1362,1382,1511,3250,3288
2693:11796,24141,122548
2708:29,58,94,101,138,302,356,554,901,1382
2709:48,119,131,301,402,899,901,1023,1119,1187
2713:96,209,342,493,563,813,999,1109,1822,1951
2715:760,1400,1555,2153,2582,3599,4372,5398,9874,14754
2716:4238,7733,17893,21085,24589,34128,96532,99401,103914,115880
2727:3,29,239,749,901,1023,1126,1476,1558,3234
2730:29,58,101,138,289,301,508,616,1023,1119
2731:29,45,48,101,239,394,554,1119,1187,1462
2734:564,4215,5022,10295,10749,13931,14871,15787,16390,29221
2735:378,678,1206,2181,3196,3204,3256,3864,3915,7831
2737:5715,36349,42701,109286
2745:254,375,402,546,559,2115,4068,4697,7194,7910
2746:4158,5595,13137,16151,22338,24118,25368,27209,32863,40142
2748:1003,5287,113729
2756:3,86,239,395,726,837,925,1567,2868,3017
2760:15,29,101,103,162,239,289,554,861,3234
2776:
2799:1351,1738,2481,10163,13151,24381,27189,37509,44318,46108
2802:3,239,395,726,837,1567,2361,2868,5025,6284
2803:2595
2804:165,508,1065,1382,1508,1614,1881,3071,3250,3288
2805:
2812:61,94,101,138,289,354,508,554,861,1119
2815:6128,9326,10888,12136,27295,30976,32914,36681,54564,72499
2827:94,380,449,521,1065,1382,1622,1881,3250,3288
2831:3,29,84,138,239,495,591,749,1476,3234
2846:32,48,96,101,554,899,1119,1187,1549,1804
2848:29,32,162,289,361,554,901,1023,1462,1535
2853:18850,34823,86461
2854:3,239,395,472,496,726,837,1119,1567,2868
2857:2831,2944,3757,4797,6765,11044,12993,13959,17429,32426
2858:17,29,101,162,239,289,554,901,1023,3234
2861:116,1926,2117,2233,7926,10180,10981,16950,22400,26981
2871:189,378,1007,2068,2715,3864,3915,4966,5545,8514
2907:3,96,239,302,431,495,931,1109,1476,3234
2912:176,226,1066,1435,1449,1551,3789,5545,6455,8011
2914:66,510,591,690,1102,1239,1424,1550,1762,3704
2924:574,1400,2028,2962,4462,7711,9709,12254,16982,23285
2925:1181,2338,2626,5111,5398,6292,7210,7741,8118,15337
2947:577,1263,2741,15751,17807,18970,46125,66050,66993,68618
2951:2745,7803,12712,51550,99399
2959:1876,5947,7067,13832,18741,19789,26344,32755,64761,68505
2960:48,354,402,431,496,899,931,1164,1187,1499
2963:246,358,361,1091,1960,2024,3736,4210,5303,8457
2965:
2967:3,116,239,402,633,726,1287,1549,1578,2200
2970:294,490,493,591,616,813,1001,2172,4181,5575
2977:2433,4362,4737,14685,21513,34375,34752,39761,46767,61272
2981:29,94,101,239,289,378,554,861,873,1382
2989:48,431,472,496,709,873,931,1187,1624,1960
2990:1815,4002,8455,13581,16717,22193,22420,29000,47396,65423
3002:
3004:72,760,877,1147,1803,2153,2582,9417,9783,14754
3011:
3013:179,364,431,873,901,1023,1126,1832,2618,3841
3037:
3038:247,16016,31651,37869,50306,69606,87785
3044:3,58,101,131,239,289,354,554,726,4174
3070:93,3095,5775,8995,9557,12223,12388,26529,31739,42721
3081:54,2166,3561,3855,4542,6485,7505,10127,21051,23555
3100:3,101,239,398,554,726,1804,2326,3730,4174
3102:574,760,1124,1400,2153,7180,7711,10020,12207,14754
3105:238,508,591,861,1065,1382,1424,3250,3288,4904
3107:94,179,301,901,1023,1126,1382,1832,2618,3841
3110:58,96,101,138,289,431,554,873,1109,1804
3111:3,58,101,239,289,726,755,962,1804,4174
3113:294,394,1001,1217,1930,2151,2185,3429,5239,6353
3121:101,239,554,861,999,1382,1476,1499,1804,3234
3125:45,356,449,493,521,813,1832,2618,3017,4542
3126:
3129:29,94,236,289,302,358,518,554,901,1023
3139:254,2638,4932,7194,9739,17934,38956,77379,81900,112071
3144:246,760,1164,2008,2024,2153,4880,5480,8457,14754
3152:179,493,633,787,813,901,1023,1126,2937,3841
3166:
3167:226,357,559,1326,1551,1790,3599,4697,4919,4967
3169:58,101,138,289,518,554,654,873,899,1119
3170:28,94,165,1065,1382,1881,3093,3250,3288,13838
3172:6314,7769,14857,21645,23426,34831,46432,47624,65940,86271
3176:96,239,495,510,749,780,1109,1476,1549,2030
3183:29,495,692,749,1326,1476,1832,2618,3234,4025
3184:1131,1902,2077,2100,3955,6411,8483,9239,11467,13312
3193:58,138,289,354,483,554,873,901,931,1023
3195:646,1795,2937,5655,5791,6129,6789,7849,9302,11154
3220:45,101,239,289,554,749,1476,1499,1804,3234
3229:32,96,97,209,223,345,855,2944,3680,3757
3234:3,239,395,726,837,1039,1102,1567,1762,2868
3237:87614
3238:889,6793,16049,26062
3239:17,29,239,354,749,1462,1476,1499,1832,3234
3246:603,1130,2021,3426,4218,6264,6880,7675,13267,13341
3258:17,29,32,58,354,508,554,861,899,1119
3263:58,73,101,289,530,554,1326,1804,3223,4174
3264:
3277:3599,5363,9874,11899,15255,25230,26519,32748,35229,40263
3279:94,254,431,481,508,931,1065,1382,2583,3250
3295:890,1730,3568,4743,5097,5812,6916,7305,18425,62168
3305:22801,39619,89977,115140
3306:1651,7202,8927,9557,10979,13782,27747,30526,31739,46247
3308:32,45,96,209,1152,1550,2200,2342,2429,6793
3309:29,84,94,289,301,302,483,554,901,1382
3319:
3320:1807,3370,6754,7160,17380,24752,35218,36399,45954,63563
3328:29,138,239,486,508,616,901,1023,1382,3234
3329:37524,47644,55661,98585,105339
3335:48,61,96,301,358,749,1109,1119,1187,3234
3346:22,30,103,138,354,449,521,891,1044,1362
3352:54,889,1009,2166,2597,3855,4542,6485,6793,16515
3353:32,96,179,431,866,931,1023,1109,1126,3841
3360:3,94,239,356,395,726,1382,2868,3250,3288
3374:1009,1708,2239,2597,6691,8680,8934,9741,16515,19877
3376:66,219,690,730,2538,3292,4328,4499,7800,10071
3383:42,317,361,546,956,1832,2618,4068,22308,46535
3386:215,238,776,1444,7140,8861,10640,12023,12253,14750
3411:354,564,787,901,1023,1126,1499,1693,3841,4187
3412:1007,2051,21113,56533,68683,71593,78657,88275,107299,116324
3413:94,774,1287,1382,2429,3233,3250,3288,4542,5117
3416:
3419:29,45,97,101,162,289,301,358,394,554
3421:17,76,84,94,101,162,289,508,554,861
3423:94,165,1065,1382,1881,3093,3250,3288,5689,13838
3426:58,73,101,289,483,1804,2172,4174,4181,5575
3428:32,58,101,289,302,554,749,999,1109,3234
3429:101,162,239,289,302,554,861,1140,1462,3234
3431:3225
3432:93,1726,8995,12223,12268,12843,13739,41761,42721,60448
3450:94,165,1065,1382,1881,3093,3250,3288,5363,13838
3453:3412,4940,6097,9265,9874,11741,17121,19232,32748,45986
3475:633,703,2748,2829,3142,7990,8444,9106,9894,31906
3478:15,101,289,508,554,901,1109,1550,2200,3234
3479:61,278,354,892,1044,1499,2430,2597,2976,4828
3480:45,101,289,554,901,1023,1126,1549,1578,1804
3490:17,94,138,289,356,508,554,873,1382,1462
3500:8,29,32,58,162,238,289,322,354,899
3514:32,45,96,354,931,1109,1499,1550,1804,4174
3529:
3546:153,591,861,917,1424,2158,11459,15583,16595,20440
3547:3,101,239,289,395,554,726,1804,2868,4174
3551:17038,21659,21833,70088,72445,95106
